# Version: ICTV_Master_Species_List_2022_MSL38_v3 (website: https://ictv.global/msl)
Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Genome Composition	Last Change	MSL of Last Change	Proposal for Last Change 	Taxon History URL
6289	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Lily virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202208
6290	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Malva mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202209
6291	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Mint virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202210
6292	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Narcissus mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202211
6293	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Nerine virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202212
6294	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Opuntia virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202213
6295	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Papaya mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202214
6296	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Pepino mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202215
6297	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Phaius virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202216
6298	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Pitaya virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202205635
6299	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Plantago asiatica mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202217
6300	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Plantain virus X	ssRNA(+)	Merged,	36	2020.030P.R.Alphaflexiviridae_ab1sp.zip	ictv.global=202202218
6301	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Potato aucuba mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202219
6302	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Potato virus X	ssRNA(+)	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202220
6303	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Schlumbergera virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202221
6304	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Senna mosaic virus	ssRNA(+)	New,	36	2020.029P.R.Alphaflexiviridae_9nsp.zip	ictv.global=202209848
6305	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Strawberry mild yellow edge virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202222
6306	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Tamus red mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202223
6307	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Tulip virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202224
6308	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Turtle grass virus X	ssRNA(+)	New,	36	2020.029P.R.Alphaflexiviridae_9nsp.zip	ictv.global=202209849
6309	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Vanilla virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202205636
6310	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		White clover mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202225
6311	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Yam virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202226
6312	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Potexvirus		Zygocactus virus X	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202227
6313	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Sclerodarnavirus		Sclerotinia sclerotiorum debilitation-associated RNA virus	ssRNA(+)	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202229
6314	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Banmivirus		Banmivirus BanMMV	ssRNA(+)	Renamed,Moved,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202202296
6315	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Banmivirus		Banmivirus MoaBV	ssRNA(+)	New,	38	2022.001P.Betaflexiviridae_12ns.zip	ictv.global=202215089
6316	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Aconitum latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202235
6317	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		American hop latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202236
6318	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Atractylodes mottle virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202205637
6319	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Blueberry scorch virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202237
6320	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Butterbur mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202238
6321	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Cactus virus 2	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202239
6322	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Caper latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202240
6323	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus AcVA	ssRNA(+)	New,	38	2022.001P.Betaflexiviridae_12ns.zip	ictv.global=202215079
6324	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus AgCVB	ssRNA(+)	New,	38	2022.001P.Betaflexiviridae_12ns.zip	ictv.global=202215080
6325	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus BiCV	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213842
6326	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus CCV-1	ssRNA(+)	New,	38	2022.001P.Betaflexiviridae_12ns.zip	ictv.global=202215081
6327	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus CCV-2	ssRNA(+)	New,	38	2022.001P.Betaflexiviridae_12ns.zip	ictv.global=202215082
6328	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus ClCVA	ssRNA(+)	New,	38	2022.001P.Betaflexiviridae_12ns.zip	ictv.global=202215083
6329	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus CVR	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213843
6330	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus PaMMaV	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213844
6331	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus PapMaV	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213845
6332	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus PepVA	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213846
6333	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus RoVA	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213847
6334	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus RVB	ssRNA(+)	New,	38	2022.001P.Betaflexiviridae_12ns.zip	ictv.global=202215084
6335	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus SCV1	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213848
6336	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carlavirus ShVS	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213849
6337	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Carnation latent virus	ssRNA(+)	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202241
6338	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Chrysanthemum virus B	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202242
6339	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Cole latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202243
6340	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Coleus vein necrosis virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202244
6341	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Cowpea mild mottle virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202245
6342	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Cucumber vein-clearing virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202246
6343	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Daphne virus S	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202247
6344	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Gaillardia latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202248
6345	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Garlic common latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202249
6346	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Helenium virus S	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202250
6347	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Helleborus mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202251
6348	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Helleborus net necrosis virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202252
6349	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Hippeastrum latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202253
6350	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Hop latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202254
6351	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Hop mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202255
6352	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Hydrangea chlorotic mottle virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202256
6353	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Kalanchoe latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202257
6354	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Ligustrum necrotic ringspot virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202258
6355	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Ligustrum virus A	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202205638
6356	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Lily symptomless virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202259
6357	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Melon yellowing-associated virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202260
6358	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Mirabilis jalapa mottle virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202261
6359	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Narcissus common latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202262
6360	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Nerine latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202263
6361	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Passiflora latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202264
6362	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Pea streak virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202265
6363	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Phlox virus B	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202266
6364	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Phlox virus M	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202267
6365	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Phlox virus S	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202268
6366	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Poplar mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202269
6367	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Potato latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202270
6368	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Potato virus H	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202271
6369	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Potato virus M	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202272
6370	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Potato virus P	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202273
6371	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Potato virus S	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202274
6372	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Red clover vein mosaic virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202275
6373	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Sambucus virus C	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202205639
6374	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Sambucus virus D	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202205640
6375	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Sambucus virus E	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202205641
6376	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Shallot latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202276
6377	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Sint-Jan onion latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202277
6378	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Strawberry pseudo mild yellow edge virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202278
6379	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Sweet potato C6 virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202279
6380	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Sweet potato chlorotic fleck virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202280
6381	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Verbena latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202281
6382	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Carlavirus		Yam latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202205642
6383	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Apple stem pitting virus	ssRNA(+)	Removed as Type Species,	36	2020.001G.R.Abolish_type_species.pdf	ictv.global=202202283
6384	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Apricot latent virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202284
6385	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Asian prunus virus 1	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202285
6386	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Asian prunus virus 2	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202205643
6387	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Foveavirus ChVB	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213850
6388	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Foveavirus CRSaV-4	ssRNA(+)	New,	38	2022.001P.Betaflexiviridae_12ns.zip	ictv.global=202215085
6389	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Foveavirus GFVA	ssRNA(+)	New,	38	2022.001P.Betaflexiviridae_12ns.zip	ictv.global=202215086
6390	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Foveavirus RuV1	ssRNA(+)	New,	37	2021.007P.R.Betaflexiviridae_2ng_23nsp.zip	ictv.global=202213851
6391	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Grapevine rupestris stem pitting-associated virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202286
6392	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Grapevine virus T	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202206339
6393	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Peach chlorotic mottle virus	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202287
6394	Riboviria		Orthornavirae		Kitrinoviricota		Alsuviricetes		Tymovirales		Betaflexiviridae	Quinvirinae	Foveavirus		Rubus canadensis virus 1	ssRNA(+)	Moved,	35	2019.006G.zip	ictv.global=202202288
